label,text,tokenize,remove_stopwords,stemming
Positive,vaksin yuk gaes nsemangat nuu cipta kerja sangatlah membantu pemulihan ekonomi nasional dan umkm,"['vaksin', 'yuk', 'gaes', 'nsemangat', 'nuu', 'cipta', 'kerja', 'sangatlah', 'membantu', 'pemulihan', 'ekonomi', 'nasional', 'dan', 'umkm']","['vaksin', 'yuk', 'gaes', 'nsemangat', 'nuu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'nasional', 'umkm']","['vaksin', 'yuk', 'gaes', 'nsemangat', 'nuu', 'cipta', 'kerja', 'bantu', 'pulih', 'ekonomi', 'nasional', 'umkm']"
Positive,vaksin yuk gaes klaster investasi dlm uu cipta kerja,"['vaksin', 'yuk', 'gaes', 'klaster', 'investasi', 'dlm', 'uu', 'cipta', 'kerja']","['vaksin', 'yuk', 'gaes', 'klaster', 'investasi', 'dlm', 'uu', 'cipta', 'kerja']","['vaksin', 'yuk', 'gaes', 'klaster', 'investasi', 'dlm', 'uu', 'cipta', 'kerja']"
Positive,vaksin yuk gaes uu cipta kerja akan membantu dlm pemulihan ekonomi,"['vaksin', 'yuk', 'gaes', 'uu', 'cipta', 'kerja', 'akan', 'membantu', 'dlm', 'pemulihan', 'ekonomi']","['vaksin', 'yuk', 'gaes', 'uu', 'cipta', 'kerja', 'membantu', 'dlm', 'pemulihan', 'ekonomi']","['vaksin', 'yuk', 'gaes', 'uu', 'cipta', 'kerja', 'bantu', 'dlm', 'pulih', 'ekonomi']"
Positive,klaster unggulan dalam uu cipta kerja adalah klaster investasi karena uang dari para investor yang aakn digunakan,"['klaster', 'unggulan', 'dalam', 'uu', 'cipta', 'kerja', 'adalah', 'klaster', 'investasi', 'karena', 'uang', 'dari', 'para', 'investor', 'yang', 'aakn', 'digunakan']","['klaster', 'unggulan', 'uu', 'cipta', 'kerja', 'klaster', 'investasi', 'uang', 'investor', 'aakn']","['klaster', 'unggul', 'uu', 'cipta', 'kerja', 'klaster', 'investasi', 'uang', 'investor', 'aakn']"
Positive,uu cipta kerja dibuat pemerintah untuk menolong para pengusaha umkm agar bisnis mereka bisa bangkit lagi vaksin,"['uu', 'cipta', 'kerja', 'dibuat', 'pemerintah', 'untuk', 'menolong', 'para', 'pengusaha', 'umkm', 'agar', 'bisnis', 'mereka', 'bisa', 'bangkit', 'lagi', 'vaksin']","['uu', 'cipta', 'kerja', 'pemerintah', 'menolong', 'pengusaha', 'umkm', 'bisnis', 'bangkit', 'vaksin']","['uu', 'cipta', 'kerja', 'perintah', 'tolong', 'usaha', 'umkm', 'bisnis', 'bangkit', 'vaksin']"
Positive,vaksin yuk gaes nkita harus tahu bahwa cluster investasi adalah cluster unggulan unggulan yang ada pada uu cipta ker,"['vaksin', 'yuk', 'gaes', 'nkita', 'harus', 'tahu', 'bahwa', 'cluster', 'investasi', 'adalah', 'cluster', 'unggulan', 'unggulan', 'yang', 'ada', 'pada', 'uu', 'cipta', 'ker']","['vaksin', 'yuk', 'gaes', 'nkita', 'cluster', 'investasi', 'cluster', 'unggulan', 'unggulan', 'uu', 'cipta', 'ker']","['vaksin', 'yuk', 'gaes', 'nkita', 'cluster', 'investasi', 'cluster', 'unggul', 'unggul', 'uu', 'cipta', 'ker']"
Positive,uu cipta kerja dibuat untuk membantu pemulihan ekonomi dan kemajuan umkm vaksin yuk gaes,"['uu', 'cipta', 'kerja', 'dibuat', 'untuk', 'membantu', 'pemulihan', 'ekonomi', 'dan', 'kemajuan', 'umkm', 'vaksin', 'yuk', 'gaes']","['uu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'kemajuan', 'umkm', 'vaksin', 'yuk', 'gaes']","['uu', 'cipta', 'kerja', 'bantu', 'pulih', 'ekonomi', 'maju', 'umkm', 'vaksin', 'yuk', 'gaes']"
Positive,vaksin yuk gaes ncluster ulang dalam uu cipta kerja adalah cluster investasi yang sangat berguna untuk pemulihan eko,"['vaksin', 'yuk', 'gaes', 'ncluster', 'ulang', 'dalam', 'uu', 'cipta', 'kerja', 'adalah', 'cluster', 'investasi', 'yang', 'sangat', 'berguna', 'untuk', 'pemulihan', 'eko']","['vaksin', 'yuk', 'gaes', 'ncluster', 'ulang', 'uu', 'cipta', 'kerja', 'cluster', 'investasi', 'berguna', 'pemulihan', 'eko']","['vaksin', 'yuk', 'gaes', 'ncluster', 'ulang', 'uu', 'cipta', 'kerja', 'cluster', 'investasi', 'guna', 'pulih', 'eko']"
Positive,klaster unggulan dalam uu cipta kerja adalah kluster investasi vaksin yuk gaes,"['klaster', 'unggulan', 'dalam', 'uu', 'cipta', 'kerja', 'adalah', 'kluster', 'investasi', 'vaksin', 'yuk', 'gaes']","['klaster', 'unggulan', 'uu', 'cipta', 'kerja', 'kluster', 'investasi', 'vaksin', 'yuk', 'gaes']","['klaster', 'unggul', 'uu', 'cipta', 'kerja', 'kluster', 'investasi', 'vaksin', 'yuk', 'gaes']"
Positive,vaksin yuk gaes nuu cipta kerja membantu pemulihan ekonomi dan umkm di indonesia,"['vaksin', 'yuk', 'gaes', 'nuu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'dan', 'umkm', 'di', 'indonesia']","['vaksin', 'yuk', 'gaes', 'nuu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'umkm', 'indonesia']","['vaksin', 'yuk', 'gaes', 'nuu', 'cipta', 'kerja', 'bantu', 'pulih', 'ekonomi', 'umkm', 'indonesia']"
Positive,yang jadi klaster unggulan dalam uu cipta kerja adalah klaster investasi yang meningkat vaksin yuk gaes,"['yang', 'jadi', 'klaster', 'unggulan', 'dalam', 'uu', 'cipta', 'kerja', 'adalah', 'klaster', 'investasi', 'yang', 'meningkat', 'vaksin', 'yuk', 'gaes']","['klaster', 'unggulan', 'uu', 'cipta', 'kerja', 'klaster', 'investasi', 'meningkat', 'vaksin', 'yuk', 'gaes']","['klaster', 'unggul', 'uu', 'cipta', 'kerja', 'klaster', 'investasi', 'tingkat', 'vaksin', 'yuk', 'gaes']"
Positive,uu cipta kerja membantu pemulihan ekonomi dan umkm dan vaksin yuk gaes,"['uu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'dan', 'umkm', 'dan', 'vaksin', 'yuk', 'gaes']","['uu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'umkm', 'vaksin', 'yuk', 'gaes']","['uu', 'cipta', 'kerja', 'bantu', 'pulih', 'ekonomi', 'umkm', 'vaksin', 'yuk', 'gaes']"
Positive,dukung segera di sahkan nya uu cipta kerja di vaksin yuk gaes ncorona minggat,"['dukung', 'segera', 'di', 'sahkan', 'nya', 'uu', 'cipta', 'kerja', 'di', 'vaksin', 'yuk', 'gaes', 'ncorona', 'minggat']","['dukung', 'sahkan', 'nya', 'uu', 'cipta', 'kerja', 'vaksin', 'yuk', 'gaes', 'ncorona', 'minggat']","['dukung', 'sahkan', 'nya', 'uu', 'cipta', 'kerja', 'vaksin', 'yuk', 'gaes', 'ncorona', 'minggat']"
Positive,uu cipta kerja membantu memulihkan ekonomi dan umkm vaksin yuk gaes,"['uu', 'cipta', 'kerja', 'membantu', 'memulihkan', 'ekonomi', 'dan', 'umkm', 'vaksin', 'yuk', 'gaes']","['uu', 'cipta', 'kerja', 'membantu', 'memulihkan', 'ekonomi', 'umkm', 'vaksin', 'yuk', 'gaes']","['uu', 'cipta', 'kerja', 'bantu', 'pulih', 'ekonomi', 'umkm', 'vaksin', 'yuk', 'gaes']"
Positive,pemerintah terus berupaya melakukan kebijakan kebijakan untuk memulihkan kondisi perekonomian indonesia keberadaan,"['pemerintah', 'terus', 'berupaya', 'melakukan', 'kebijakan', 'kebijakan', 'untuk', 'memulihkan', 'kondisi', 'perekonomian', 'indonesia', 'keberadaan']","['pemerintah', 'berupaya', 'kebijakan', 'kebijakan', 'memulihkan', 'kondisi', 'perekonomian', 'indonesia', 'keberadaan']","['perintah', 'upaya', 'bijak', 'bijak', 'pulih', 'kondisi', 'ekonomi', 'indonesia', 'ada']"
Negative,jokowi serukan benci produk luar negeri direktur elsei tidak sinkron dengan uu cipta kerja,"['jokowi', 'serukan', 'benci', 'produk', 'luar', 'negeri', 'direktur', 'elsei', 'tidak', 'sinkron', 'dengan', 'uu', 'cipta', 'kerja']","['jokowi', 'serukan', 'benci', 'produk', 'negeri', 'direktur', 'elsei', 'sinkron', 'uu', 'cipta', 'kerja']","['jokowi', 'seru', 'benci', 'produk', 'negeri', 'direktur', 'elsei', 'sinkron', 'uu', 'cipta', 'kerja']"
Positive,yang dakwah tetaplah berdakwah nyang bersedekah tetaplah bersedekah nyang kritis meski krutis itu penuh resiko,"['yang', 'dakwah', 'tetaplah', 'berdakwah', 'nyang', 'bersedekah', 'tetaplah', 'bersedekah', 'nyang', 'kritis', 'meski', 'krutis', 'itu', 'penuh', 'resiko']","['dakwah', 'tetaplah', 'berdakwah', 'nyang', 'bersedekah', 'tetaplah', 'bersedekah', 'nyang', 'kritis', 'krutis', 'penuh', 'resiko']","['dakwah', 'tetap', 'dakwah', 'nyang', 'sedekah', 'tetap', 'sedekah', 'nyang', 'kritis', 'krutis', 'penuh', 'resiko']"
Positive,kunci uu cipta kerja membangun ekonomi indonesia indoensia maju,"['kunci', 'uu', 'cipta', 'kerja', 'membangun', 'ekonomi', 'indonesia', 'indoensia', 'maju']","['kunci', 'uu', 'cipta', 'kerja', 'membangun', 'ekonomi', 'indonesia', 'indoensia', 'maju']","['kunci', 'uu', 'cipta', 'kerja', 'bangun', 'ekonomi', 'indonesia', 'indoensia', 'maju']"
Positive,uu cipta kerja menjadi vitamin untuk memulihkan ekonomi ri indoensia maju,"['uu', 'cipta', 'kerja', 'menjadi', 'vitamin', 'untuk', 'memulihkan', 'ekonomi', 'ri', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'vitamin', 'memulihkan', 'ekonomi', 'ri', 'indoensia', 'maju']","['uu', 'cipta', 'kerja', 'vitamin', 'pulih', 'ekonomi', 'ri', 'indoensia', 'maju']"
Neutral,aturan turunan uu cipta kerja ditambahkan indoensia maju,"['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'ditambahkan', 'indoensia', 'maju']","['aturan', 'turunan', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['atur', 'turun', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']"
Positive,tujuan utama uu cipta kerja indoensia maju,"['tujuan', 'utama', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['tujuan', 'utama', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['tuju', 'utama', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']"
Positive,ini benefit uu cipta kerja indoensia maju,"['ini', 'benefit', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['benefit', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['benefit', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']"
Neutral,pangkas birokrasi dengan uu cipta kerja indoensia maju,"['pangkas', 'birokrasi', 'dengan', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['pangkas', 'birokrasi', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']","['pangkas', 'birokrasi', 'uu', 'cipta', 'kerja', 'indoensia', 'maju']"
Negative,presiden joko widodo mengeluarkan abu batu bara dari kategori limbah bahan berbahaya dan beracun nketentuan itu tertuan,"['presiden', 'joko', 'widodo', 'mengeluarkan', 'abu', 'batu', 'bara', 'dari', 'kategori', 'limbah', 'bahan', 'berbahaya', 'dan', 'beracun', 'nketentuan', 'itu', 'tertuan']","['presiden', 'joko', 'widodo', 'mengeluarkan', 'abu', 'batu', 'bara', 'kategori', 'limbah', 'bahan', 'berbahaya', 'beracun', 'nketentuan', 'tertuan']","['presiden', 'joko', 'widodo', 'keluar', 'abu', 'batu', 'bara', 'kategori', 'limbah', 'bahan', 'bahaya', 'racun', 'nketentuan', 'tuan']"
Neutral,aaji akan ajukan uji materiel uu pph yg diubah uu cipta kerja,"['aaji', 'akan', 'ajukan', 'uji', 'materiel', 'uu', 'pph', 'yg', 'diubah', 'uu', 'cipta', 'kerja']","['aaji', 'ajukan', 'uji', 'materiel', 'uu', 'pph', 'yg', 'diubah', 'uu', 'cipta', 'kerja']","['aaji', 'aju', 'uji', 'materiel', 'uu', 'pph', 'yg', 'ubah', 'uu', 'cipta', 'kerja']"
Positive,aaji akan ajukan uji materiel uu pph yang diubah uu cipta kerja,"['aaji', 'akan', 'ajukan', 'uji', 'materiel', 'uu', 'pph', 'yang', 'diubah', 'uu', 'cipta', 'kerja']","['aaji', 'ajukan', 'uji', 'materiel', 'uu', 'pph', 'diubah', 'uu', 'cipta', 'kerja']","['aaji', 'aju', 'uji', 'materiel', 'uu', 'pph', 'ubah', 'uu', 'cipta', 'kerja']"
Neutral,ikuti uu apa anda tidak sadar atau memang gak ngalami bahwa uu cipta kerja,"['ikuti', 'uu', 'apa', 'anda', 'tidak', 'sadar', 'atau', 'memang', 'gak', 'ngalami', 'bahwa', 'uu', 'cipta', 'kerja']","['ikuti', 'uu', 'sadar', 'gak', 'ngalami', 'uu', 'cipta', 'kerja']","['ikut', 'uu', 'sadar', 'gak', 'ngalami', 'uu', 'cipta', 'kerja']"
Negative,uu cipta kerja hadir sebagai solusi untuk menekan angka pengangguran di indonesia dukunguuciptaker,"['uu', 'cipta', 'kerja', 'hadir', 'sebagai', 'solusi', 'untuk', 'menekan', 'angka', 'pengangguran', 'di', 'indonesia', 'dukunguuciptaker']","['uu', 'cipta', 'kerja', 'hadir', 'solusi', 'menekan', 'angka', 'pengangguran', 'indonesia', 'dukunguuciptaker']","['uu', 'cipta', 'kerja', 'hadir', 'solusi', 'tekan', 'angka', 'anggur', 'indonesia', 'dukunguuciptaker']"
Positive,dukung uu cipta kerja uuciptakerja,"['dukung', 'uu', 'cipta', 'kerja', 'uuciptakerja']","['dukung', 'uu', 'cipta', 'kerja', 'uuciptakerja']","['dukung', 'uu', 'cipta', 'kerja', 'uuciptakerja']"
Positive,dukung uu cipta kerja omnibuslawberdampakbaik,"['dukung', 'uu', 'cipta', 'kerja', 'omnibuslawberdampakbaik']","['dukung', 'uu', 'cipta', 'kerja', 'omnibuslawberdampakbaik']","['dukung', 'uu', 'cipta', 'kerja', 'omnibuslawberdampakbaik']"
Positive,uu cipta kerja membuka lapangan kerja seluas luasnya uuciptakerja,"['uu', 'cipta', 'kerja', 'membuka', 'lapangan', 'kerja', 'seluas', 'luasnya', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'membuka', 'lapangan', 'kerja', 'seluas', 'luasnya', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'buka', 'lapang', 'kerja', 'luas', 'luas', 'uuciptakerja']"
Positive,manfaat uu cipta kerja dalam sektor transportasi uuciptakerja,"['manfaat', 'uu', 'cipta', 'kerja', 'dalam', 'sektor', 'transportasi', 'uuciptakerja']","['manfaat', 'uu', 'cipta', 'kerja', 'sektor', 'transportasi', 'uuciptakerja']","['manfaat', 'uu', 'cipta', 'kerja', 'sektor', 'transportasi', 'uuciptakerja']"
Positive,uu cipta kerja dapat menjadi solusi uuciptakerja,"['uu', 'cipta', 'kerja', 'dapat', 'menjadi', 'solusi', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'solusi', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'solusi', 'uuciptakerja']"
Positive,uu cipta kerja harus didukung uuciptakerja,"['uu', 'cipta', 'kerja', 'harus', 'didukung', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'didukung', 'uuciptakerja']","['uu', 'cipta', 'kerja', 'dukung', 'uuciptakerja']"
Negative,jokowi legalkan limbah batu bara rocky gerung uu cipta kerja payungi penyimpangan oligarki,"['jokowi', 'legalkan', 'limbah', 'batu', 'bara', 'rocky', 'gerung', 'uu', 'cipta', 'kerja', 'payungi', 'penyimpangan', 'oligarki']","['jokowi', 'legalkan', 'limbah', 'batu', 'bara', 'rocky', 'gerung', 'uu', 'cipta', 'kerja', 'payungi', 'penyimpangan', 'oligarki']","['jokowi', 'legal', 'limbah', 'batu', 'bara', 'rocky', 'gerung', 'uu', 'cipta', 'kerja', 'payung', 'simpang', 'oligarki']"
Positive,uu cipta kerja percepat program pemulihan ekonomi,"['uu', 'cipta', 'kerja', 'percepat', 'program', 'pemulihan', 'ekonomi']","['uu', 'cipta', 'kerja', 'percepat', 'program', 'pemulihan', 'ekonomi']","['uu', 'cipta', 'kerja', 'cepat', 'program', 'pulih', 'ekonomi']"
Positive,manfaat uu cipta kerja,"['manfaat', 'uu', 'cipta', 'kerja']","['manfaat', 'uu', 'cipta', 'kerja']","['manfaat', 'uu', 'cipta', 'kerja']"
Positive,sikap resmi pengurus besar nahdlatul ulama terkait pegesahan uu cipta kerja,"['sikap', 'resmi', 'pengurus', 'besar', 'nahdlatul', 'ulama', 'terkait', 'pegesahan', 'uu', 'cipta', 'kerja']","['sikap', 'resmi', 'pengurus', 'nahdlatul', 'ulama', 'terkait', 'pegesahan', 'uu', 'cipta', 'kerja']","['sikap', 'resmi', 'urus', 'nahdlatul', 'ulama', 'kait', 'pegesahan', 'uu', 'cipta', 'kerja']"
Positive,kayaknya cuma dido yang anggap uu cipta kerja sebagai hal yangcserud,"['kayaknya', 'cuma', 'dido', 'yang', 'anggap', 'uu', 'cipta', 'kerja', 'sebagai', 'hal', 'yangcserud']","['kayaknya', 'dido', 'anggap', 'uu', 'cipta', 'kerja', 'yangcserud']","['kayak', 'dido', 'anggap', 'uu', 'cipta', 'kerja', 'yangcserud']"
Positive,lagi vc dan diem dieman ncdido cerita dongd nccerita apad ncapa aja yang seruuuud ncoh iya kemarin pas pertemuan,"['lagi', 'vc', 'dan', 'diem', 'dieman', 'ncdido', 'cerita', 'dongd', 'nccerita', 'apad', 'ncapa', 'aja', 'yang', 'seruuuud', 'ncoh', 'iya', 'kemarin', 'pas', 'pertemuan']","['vc', 'diem', 'dieman', 'ncdido', 'cerita', 'dongd', 'nccerita', 'apad', 'ncapa', 'aja', 'seruuuud', 'ncoh', 'iya', 'kemarin', 'pas', 'pertemuan']","['vc', 'diem', 'dieman', 'ncdido', 'cerita', 'dongd', 'nccerita', 'apad', 'ncapa', 'aja', 'seruuuud', 'ncoh', 'iya', 'kemarin', 'pas', 'temu']"
Negative,penolakan perpres miras itu lebih parah dari kalah malah bunuh diri,"['penolakan', 'perpres', 'miras', 'itu', 'lebih', 'parah', 'dari', 'kalah', 'malah', 'bunuh', 'diri']","['penolakan', 'perpres', 'miras', 'parah', 'kalah', 'bunuh']","['tolak', 'pres', 'miras', 'parah', 'kalah', 'bunuh']"
Positive,uu cipta kerja untuk indonesia yang sejahtera jkwwujudkanmimpi gantigabener gantigabener,"['uu', 'cipta', 'kerja', 'untuk', 'indonesia', 'yang', 'sejahtera', 'jkwwujudkanmimpi', 'gantigabener', 'gantigabener']","['uu', 'cipta', 'kerja', 'indonesia', 'sejahtera', 'jkwwujudkanmimpi', 'gantigabener', 'gantigabener']","['uu', 'cipta', 'kerja', 'indonesia', 'sejahtera', 'jkwwujudkanmimpi', 'gantigabener', 'gantigabener']"
Positive,uu cipta kerja membantu pemulihan ekonomi dan umkmuu cipta kerja membantu pemulihan ekonomi dan umkm,"['uu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'dan', 'umkmuu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'dan', 'umkm']","['uu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'umkmuu', 'cipta', 'kerja', 'membantu', 'pemulihan', 'ekonomi', 'umkm']","['uu', 'cipta', 'kerja', 'bantu', 'pulih', 'ekonomi', 'umkmuu', 'cipta', 'kerja', 'bantu', 'pulih', 'ekonomi', 'umkm']"
Positive,mantap uu cipta kerja dalam sektor transportasi jkwwujudkanmimpi,"['mantap', 'uu', 'cipta', 'kerja', 'dalam', 'sektor', 'transportasi', 'jkwwujudkanmimpi']","['mantap', 'uu', 'cipta', 'kerja', 'sektor', 'transportasi', 'jkwwujudkanmimpi']","['mantap', 'uu', 'cipta', 'kerja', 'sektor', 'transportasi', 'jkwwujudkanmimpi']"
Neutral,uang kompensasi karyawan kontrak ketika kontrak kerja pkwt berakhir uu cipta kerja via,"['uang', 'kompensasi', 'karyawan', 'kontrak', 'ketika', 'kontrak', 'kerja', 'pkwt', 'berakhir', 'uu', 'cipta', 'kerja', 'via']","['uang', 'kompensasi', 'karyawan', 'kontrak', 'kontrak', 'kerja', 'pkwt', 'uu', 'cipta', 'kerja', 'via']","['uang', 'kompensasi', 'karyawan', 'kontrak', 'kontrak', 'kerja', 'pkwt', 'uu', 'cipta', 'kerja', 'via']"
Positive,uu cipta kerja menambah jamsos untuk buruh,"['uu', 'cipta', 'kerja', 'menambah', 'jamsos', 'untuk', 'buruh']","['uu', 'cipta', 'kerja', 'menambah', 'jamsos', 'buruh']","['uu', 'cipta', 'kerja', 'tambah', 'jamsos', 'buruh']"
Neutral,uu cipta kerja akan pangkas birokrasi yang mempersulit investasi serta usaha,"['uu', 'cipta', 'kerja', 'akan', 'pangkas', 'birokrasi', 'yang', 'mempersulit', 'investasi', 'serta', 'usaha']","['uu', 'cipta', 'kerja', 'pangkas', 'birokrasi', 'mempersulit', 'investasi', 'usaha']","['uu', 'cipta', 'kerja', 'pangkas', 'birokrasi', 'sulit', 'investasi', 'usaha']"
Negative,gagal angkat elektabilitas melalui aksi tolak uu cipta kerja nsekarang serang pemerintahan jokowi,"['gagal', 'angkat', 'elektabilitas', 'melalui', 'aksi', 'tolak', 'uu', 'cipta', 'kerja', 'nsekarang', 'serang', 'pemerintahan', 'jokowi']","['gagal', 'angkat', 'elektabilitas', 'aksi', 'tolak', 'uu', 'cipta', 'kerja', 'nsekarang', 'serang', 'pemerintahan', 'jokowi']","['gagal', 'angkat', 'elektabilitas', 'aksi', 'tolak', 'uu', 'cipta', 'kerja', 'nsekarang', 'serang', 'perintah', 'jokowi']"
Neutral,lawan hoaks dan konten provokatif seputar uu cipta kerja demi pulihnya perekonomian nasional,"['lawan', 'hoaks', 'dan', 'konten', 'provokatif', 'seputar', 'uu', 'cipta', 'kerja', 'demi', 'pulihnya', 'perekonomian', 'nasional']","['lawan', 'hoaks', 'konten', 'provokatif', 'seputar', 'uu', 'cipta', 'kerja', 'pulihnya', 'perekonomian', 'nasional']","['lawan', 'hoaks', 'konten', 'provokatif', 'putar', 'uu', 'cipta', 'kerja', 'pulih', 'ekonomi', 'nasional']"
Positive,bukti sangat nyata betapa penguasa dan para politisi memandang rendah negerinya adalah dibuatnya uu cipta kerja yang memb,"['bukti', 'sangat', 'nyata', 'betapa', 'penguasa', 'dan', 'para', 'politisi', 'memandang', 'rendah', 'negerinya', 'adalah', 'dibuatnya', 'uu', 'cipta', 'kerja', 'yang', 'memb']","['bukti', 'nyata', 'betapa', 'penguasa', 'politisi', 'memandang', 'rendah', 'negerinya', 'uu', 'cipta', 'kerja', 'memb']","['bukti', 'nyata', 'betapa', 'kuasa', 'politis', 'pandang', 'rendah', 'negeri', 'uu', 'cipta', 'kerja', 'memb']"
Positive,dukung uu cipta kerja,"['dukung', 'uu', 'cipta', 'kerja']","['dukung', 'uu', 'cipta', 'kerja']","['dukung', 'uu', 'cipta', 'kerja']"
Neutral,hal ini menanggapi langkah pemerintah dalam rangka menindaklanjuti uu cipta kerja kementerian pekerjaan umum dan,"['hal', 'ini', 'menanggapi', 'langkah', 'pemerintah', 'dalam', 'rangka', 'menindaklanjuti', 'uu', 'cipta', 'kerja', 'kementerian', 'pekerjaan', 'umum', 'dan']","['menanggapi', 'langkah', 'pemerintah', 'rangka', 'menindaklanjuti', 'uu', 'cipta', 'kerja', 'kementerian', 'pekerjaan']","['tanggap', 'langkah', 'perintah', 'rangka', 'menindaklanjuti', 'uu', 'cipta', 'kerja', 'menteri', 'kerja']"
Negative,ombudsman ri merespons regulasi sektor kehutanan pasca berlakunya undang undang cipta kerja dengan ditetapkannya uu no,"['ombudsman', 'ri', 'merespons', 'regulasi', 'sektor', 'kehutanan', 'pasca', 'berlakunya', 'undang', 'undang', 'cipta', 'kerja', 'dengan', 'ditetapkannya', 'uu', 'no']","['ombudsman', 'ri', 'merespons', 'regulasi', 'sektor', 'kehutanan', 'pasca', 'berlakunya', 'undang', 'undang', 'cipta', 'kerja', 'ditetapkannya', 'uu', 'no']","['ombudsman', 'ri', 'respons', 'regulasi', 'sektor', 'hutan', 'pasca', 'laku', 'undang', 'undang', 'cipta', 'kerja', 'tetap', 'uu', 'no']"
Negative,limbah batu bara dan sawit tak masuk kategori walhi ini yang dikhawatirkan dari uu cipta kerja,"['limbah', 'batu', 'bara', 'dan', 'sawit', 'tak', 'masuk', 'kategori', 'walhi', 'ini', 'yang', 'dikhawatirkan', 'dari', 'uu', 'cipta', 'kerja']","['limbah', 'batu', 'bara', 'sawit', 'masuk', 'kategori', 'walhi', 'dikhawatirkan', 'uu', 'cipta', 'kerja']","['limbah', 'batu', 'bara', 'sawit', 'masuk', 'kategori', 'walhi', 'khawatir', 'uu', 'cipta', 'kerja']"
Neutral,jual cepat dan jual murah itu sudah lama terjadi di era sby jual murah dilakukan dengan kebijakan mpei di era,"['jual', 'cepat', 'dan', 'jual', 'murah', 'itu', 'sudah', 'lama', 'terjadi', 'di', 'era', 'sby', 'jual', 'murah', 'dilakukan', 'dengan', 'kebijakan', 'mpei', 'di', 'era']","['jual', 'cepat', 'jual', 'murah', 'era', 'sby', 'jual', 'murah', 'kebijakan', 'mpei', 'era']","['jual', 'cepat', 'jual', 'murah', 'era', 'sby', 'jual', 'murah', 'bijak', 'mpei', 'era']"
Neutral,langkah pemberdayaan dalam aturan turunan uu cipta kerja,"['langkah', 'pemberdayaan', 'dalam', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['langkah', 'pemberdayaan', 'aturan', 'turunan', 'uu', 'cipta', 'kerja']","['langkah', 'daya', 'atur', 'turun', 'uu', 'cipta', 'kerja']"
